"","Gene","Category1","Category2","Subcategory","M0_w","SequenceLength","Category","M87_padj","M21_padj","PosSelM87","PosSelM21","GeneStableID","logPPI_medconf","logSeqL"
"1807","Serping1","extracellProteaseInhib","extracellProteaseInhib",NA,"0.3272",1458,"Immune",0.000103649654749663,0.20173314315484,1,0,"ENSMUSG00000023224",2.11727129565576,3.16375752398196
"1808","Serpinh1","Control",NA,NA,"0.0229",1251,"Control",0.0255984918600336,1,1,0,"ENSMUSG00000070436",2.0899051114394,3.09725730969342
"1809","Setd1b","Control",NA,NA,"0.07593",5814,"Control",0.0213941251381088,1,1,0,"ENSMUSG00000038384",2.22271647114758,3.76447502743441
"1810","Setd4","Control",NA,NA,"0.26408",1311,"Control",0.313464228967423,1,0,0,"ENSMUSG00000022948",1.78532983501077,3.11760269169008
"1811","Sftpd",NA,NA,NA,"0.37625",1122,"Immune",0.00128513319379278,0.0321425139776381,1,1,"ENSMUSG00000021795",1.5910646070265,3.04999285692014
"1812","Sgcb","Control",NA,NA,"0.03863",960,"Control",0.0981434347591429,1,0,0,"ENSMUSG00000029156",1.50514997831991,2.98227123303957
"1813","Sgip1","Control",NA,NA,"0.04941",2481,"Control",0.0254442813664595,1,1,0,"ENSMUSG00000028524",1.93951925261862,3.39462676427221
"1814","Sgpp2","Control",NA,NA,"0.07372",1062,"Control",0.0250183865635825,1,1,0,"ENSMUSG00000032908",1.65321251377534,3.02612451674545
"1815","Sh2b2","intracellSignaling","Adaptor","Adaptor","0.08835",1860,"Immune",0.975994748190639,1,0,0,"ENSMUSG00000005057",1.41497334797082,3.26951294421792
"1816","Sh2b3","intracellSignaling","Adaptor","Adaptor","0.11802",1650,"Immune",0.203034081912648,1,0,0,"ENSMUSG00000042594",1.79934054945358,3.21748394421391
"1817","Sh2d1a","intracellSignaling","Adaptor","Adaptor","0.09906",378,"Immune",1,1,0,0,"ENSMUSG00000005696",1.90308998699194,2.57749179983723
"1820","Sh2d6","Control",NA,NA,"0.45134",1086,"Control",0.170200293452881,1,0,0,"ENSMUSG00000052631",0.845098040014257,3.03582982525283
"1821","Sh2d7","Control",NA,NA,"0.38838",1377,"Control",0.242385511993655,1,0,0,"ENSMUSG00000046460",1.07918124604762,3.13893394025692
"1822","Sh3tc2","Control",NA,NA,"0.1731",3864,"Control",0.000287428195658484,1,1,0,"ENSMUSG00000045629",1.49136169383427,3.58703711774346
"1823","Sharpin","intracellSignaling","otherIntracellSignaling",NA,"0.3604",1137,"Immune",0.0529408052584908,1,0,0,"ENSMUSG00000022552",2.00860017176192,3.05576046468773
"1824","Shc1","intracellSignaling","Adaptor","Adaptor","0.08403",1737,"Immune",1,1,0,0,"ENSMUSG00000042626",2.52244423350632,3.2397998184471
"1825","Shc4","Control",NA,NA,"0.26709",1878,"Control",0.405030404717125,1,0,0,"ENSMUSG00000035109",1.7160033436348,3.27369558793009
"1826","Shfl",NA,NA,NA,"0.02968",840,"Immune",7.64569367661863e-05,0.482681888066433,1,0,"ENSMUSG00000038884",0.301029995663981,2.92427928606188
"1827","Shld3",NA,NA,NA,"0.37265",765,"Immune",0.000815696420149594,0.399245582990328,1,0,"ENSMUSG00000118537",1.17609125905568,2.88366143515362
"1828","Shoc2","Control",NA,NA,"0.05103",1746,"Control",0.587925593292791,1,0,0,"ENSMUSG00000024976",1.76342799356294,3.24204423936955
"1829","Shroom3","Control",NA,NA,"0.23976",5679,"Control",1.8451943367143e-06,1,1,0,"ENSMUSG00000029381",1.47712125471966,3.75427186868346
"1830","Siglec1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.29893",5082,"Immune",6.70279201217907e-11,1,1,0,"ENSMUSG00000027322",2.12710479836481,3.70603466071435
"1831","Siglec15","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.17129",1020,"Immune",3.38959258480863e-05,0.842397258922814,1,0,"ENSMUSG00000091055",1.53147891704226,3.00860017176192
"1833","Sipa1","intracellSignaling","otherIntracellSignaling",NA,"0.10144",3117,"Immune",0.00158183403116599,1,1,0,"ENSMUSG00000056917",1.39794000867204,3.49373680227684
"1838","Sit1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.32891",504,"Immune",0.0116940085431169,0.16122675896298,1,0,"ENSMUSG00000028460",0.903089986991944,2.70243053644553
"1839","Skap1","Control",NA,NA,"0.24224",1041,"Control",0.00119612303309352,0.0165663413590005,1,1,"ENSMUSG00000057058",1.70757017609794,3.01745072951054
"1840","Skap2","Control",NA,NA,"0.13844",1074,"Control",0.000345222551982711,0.0226156996393629,1,1,"ENSMUSG00000059182",1.50514997831991,3.03100428136354
"1841","Skic3","Control",NA,NA,"0.20474",4689,"Control",2.69189171673742e-05,1,1,0,"ENSMUSG00000033991",2.11727129565576,3.67108023273885
"1842","Skint1",NA,NA,NA,"0.51422",1074,"Immune",2.34553331969298e-05,0.00153655898356095,1,1,"ENSMUSG00000089773",0.778151250383644,3.03100428136354
"1853","Skp1","Control",NA,NA,"0.05188",489,"Control",0.976709196508616,1,0,0,"ENSMUSG00000036309",2.72591163229505,2.68930885912362
"1854","Skp2","intracellSignaling","Ubiquitinase","Ubiquitinase","0.06453",1272,"Immune",1,1,0,0,"ENSMUSG00000054115",2.47129171105894,3.1044871113124
"1855","Sla2","intracellSignaling","Adaptor","Adaptor","0.21322",768,"Immune",0.909035768431052,1,0,0,"ENSMUSG00000027636",1.81954393554187,2.88536122003151
"1856","Slamf6","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.70314",897,"Immune",0,0,1,1,"ENSMUSG00000015314",1.94448267215017,2.95279244304409
"1857","Slamf7","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.814",990,"Immune",2.18948208226867e-09,7.33774508173239e-06,1,1,"ENSMUSG00000038179",1.81291335664286,2.99563519459755
"1858","Slamf9","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.61461",855,"Immune",1.12178993230165e-07,5.71838671412364e-06,1,1,"ENSMUSG00000026548",1.25527250510331,2.93196611472817
"1859","Slbp","Control",NA,NA,"0.10853",825,"Control",1,1,0,0,"ENSMUSG00000004642",2.2380461031288,2.91645394854993
"1860","Slc10a2","Control",NA,NA,"0.26355",1044,"Control",0.000769278135318947,0.218412420307695,1,0,"ENSMUSG00000023073",1.80617997398389,3.01870049866624
"1861","Slc11a1",NA,NA,NA,"0.10934",1638,"Immune",0.00350779127044949,1,1,0,"ENSMUSG00000026177",1.99122607569249,3.2143138974244
"1862","Slc12a8","Control",NA,NA,"0.2491",2118,"Control",0.0163177149693716,1,1,0,"ENSMUSG00000035506",1.14612803567824,3.32592595577147
"1863","Slc15a2","Control",NA,NA,"0.24276",2220,"Control",0.449657559557247,1,0,0,"ENSMUSG00000022899",1.7481880270062,3.34635297445064
"1864","Slc15a4",NA,NA,NA,"0.04761",1701,"Immune",0.119264137861746,1,0,0,"ENSMUSG00000029416",1.27875360095283,3.23070431361257
"1865","Slc16a7","Control",NA,NA,"0.30246",1452,"Control",1.4742172693416e-05,0.0503596854143795,1,0,"ENSMUSG00000020102",1.20411998265592,3.16196661636407
"1866","Slc17a6","Control",NA,NA,"0.01679",1746,"Control",1,1,0,0,"ENSMUSG00000030500",2.21218760440396,3.24204423936955
"1867","Slc22a16","Control",NA,NA,"0.59085",1668,"Control",2.61316066013004e-07,6.50712806095641e-05,1,1,"ENSMUSG00000019834",1.20411998265592,3.22219604630172
"1868","Slc22a7","Control",NA,NA,"0.30756",1611,"Control",0.00291768858165055,1,1,0,"ENSMUSG00000067144",1.80617997398389,3.20709554041922
"1869","Slc25a1","Control",NA,NA,"0.06717",933,"Control",0.695753085610501,1,0,0,"ENSMUSG00000003528",2.04139268515822,2.9698816437465
"1870","Slc25a5",NA,NA,NA,"0.02214",894,"Immune",1,1,0,0,"ENSMUSG00000016319",2.15228834438306,2.95133751879592
"1871","Slc25a53","Control",NA,NA,"0.13297",927,"Control",1,1,0,0,"ENSMUSG00000044348",1.38021124171161,2.9670797341445
"1872","Slc2a7","Control",NA,NA,"0.19342",1557,"Control",0.28177996759451,1,0,0,"ENSMUSG00000062064",1.27875360095283,3.19228861256812
"1873","Slc30a7","Control",NA,NA,"0.07646",1125,"Control",1,1,0,0,"ENSMUSG00000054414",1.53147891704226,3.05115252244738
"1874","Slc31a2","Control",NA,NA,"0.30831",429,"Control",0.000174211821990596,0.0103085498922645,1,1,"ENSMUSG00000066152",1.36172783601759,2.63245729218472
"1875","Slc38a3","Control",NA,NA,"0.0821",1503,"Control",0.362999427589451,1,0,0,"ENSMUSG00000010064",1.54406804435028,3.17695898058691
"1876","Slc38a4","Control",NA,NA,"0.10894",1638,"Control",0.975994748190639,1,0,0,"ENSMUSG00000022464",1.69897000433602,3.2143138974244
"1877","Slc6a21","Control",NA,NA,"0.44566",2157,"Control",0,2.20769358472413e-08,1,1,"ENSMUSG00000070568",0,3.33385014510255
"1878","Slc9b2","Control",NA,NA,"0.23376",1641,"Control",0.00672290391270259,1,1,0,"ENSMUSG00000037994",1.23044892137827,3.21510858105309
"1879","Slco5a1","Control",NA,NA,"0.11599",2550,"Control",0.000694186396550784,0.0835247695321237,1,0,"ENSMUSG00000025938",1.14612803567824,3.40654018043396
"1880","Slitrk5","Control",NA,NA,"0.03427",2847,"Control",0.802423432910836,1,0,0,"ENSMUSG00000033214",1.8750612633917,3.45438746714695
"1881","Slpi","extracellProteaseInhib","extracellProteaseInhib",NA,"0.51068",393,"Immune",0.00257291040470895,0.0264178115358504,1,1,"ENSMUSG00000017002",1.54406804435028,2.59439255037543
"1882","Slurp2","Control",NA,NA,"0.38625",291,"Control",0.00531732161611531,0.051287710373499,1,0,"ENSMUSG00000075605",1.27875360095283,2.46389298898591
"1883","Slx1b","Control",NA,NA,"0.22039",810,"Control",0.05050183147317,0.920993689757013,0,0,"ENSMUSG00000059772",2.07554696139253,2.90848501887865
"1884","Smad3","intracellSignaling","TranscrFact","TranscrFact","0.00367",1275,"Immune",0.101742749770364,1,0,0,"ENSMUSG00000032402",2.70842090013471,3.10551018476997
"1885","Smad6","Control",NA,NA,"0.07174",1488,"Control",0.0192841842891697,1,1,0,"ENSMUSG00000036867",2.07554696139253,3.17260293120986
"1886","Smad7","Control",NA,NA,"0.05326",1272,"Control",1,1,0,0,"ENSMUSG00000025880",2.31386722036915,3.1044871113124
"1887","Smarca4","intracellSignaling","otherIntracellSignaling",NA,"0.00595",4851,"Immune",1,1,0,0,"ENSMUSG00000032187",2.58994960132571,3.68583127462606
"1888","Smarcad1","Control",NA,NA,"0.11791",3069,"Control",0.0519341155501409,1,0,0,"ENSMUSG00000029920",1.79934054945358,3.48699688843182
"1889","Smim1","Control",NA,NA,"0.11491",234,"Control",0.518765492810513,1,0,0,"ENSMUSG00000078350",1,2.36921585741014
"1890","Smim19","Control",NA,NA,"0.11661",324,"Control",0.555311042056137,1,0,0,"ENSMUSG00000031534",1.23044892137827,2.51054501020661
"1891","Smim30","Control",NA,NA,"0.10684",177,"Control",1,1,0,0,"ENSMUSG00000052419",0.477121254719662,2.24797326636181
"1892","Smim40","Control",NA,NA,"0.24374",246,"Control",0.966014344964096,1,0,0,"ENSMUSG00000092349",0.301029995663981,2.39093510710338
"1893","Smim9","Control",NA,NA,"1.03632",420,"Control",0.0252546391764807,0.0623192228558835,1,0,"ENSMUSG00000073094",1.14612803567824,2.6232492903979
"1894","Snap23",NA,NA,NA,"0.13203",663,"Immune",0.256367764567304,1,0,0,"ENSMUSG00000027287",2.34044411484012,2.82151352840477
"1895","Snrnp35","Control",NA,NA,"0.04893",738,"Control",0.0911187300069824,1,0,0,"ENSMUSG00000029402",2.06445798922692,2.86805636182304
"1896","Snx17","Control",NA,NA,"0.02428",1410,"Control",1,1,0,0,"ENSMUSG00000029146",1.92941892571429,3.14921911265538
"1897","Snx22","Control",NA,NA,"0.19735",561,"Control",0.0390853521043988,1,1,0,"ENSMUSG00000039452",1.34242268082221,2.74896286125616
"1898","Snx24","Control",NA,NA,"0.02987",507,"Control",1,1,0,0,"ENSMUSG00000024535",1.34242268082221,2.70500795933334
"1899","Snx27","Control",NA,NA,"0.03756",1617,"Control",1,1,0,0,"ENSMUSG00000028136",2.00860017176192,3.2087100199064
"1900","Sod3","Control",NA,NA,"0.19006",717,"Control",1,1,0,0,"ENSMUSG00000072941",1.86923171973098,2.8555191556678
"1901","Soga1","Control",NA,NA,"0.04175",4959,"Control",1,1,0,0,"ENSMUSG00000055485",1.14612803567824,3.69539410829111
"1902","Sos1","intracellSignaling","otherIntracellSignaling",NA,"0.03709",3957,"Immune",0.0797798355867881,1,0,0,"ENSMUSG00000024241",2.52244423350632,3.59736605026603
"1903","Sos2","intracellSignaling","otherIntracellSignaling",NA,"0.05296",3999,"Immune",0.137817641229153,1,0,0,"ENSMUSG00000034801",2.0899051114394,3.60195140413352
"1904","Sox17","Control",NA,NA,"0.06994",1230,"Control",0.0523095275486101,1,0,0,"ENSMUSG00000025902",2.29225607135648,3.0899051114394
"1905","Spaca4","Control",NA,NA,"0.28925",381,"Control",0.0966141602307658,1,0,0,"ENSMUSG00000070563",1.83884909073726,2.58092497567562
"1906","Spaca5","Control",NA,NA,"0.50886",480,"Control",0.464099568309065,1,0,0,"ENSMUSG00000037167",1.55630250076729,2.68124123737559
"1907","Spag7","Control",NA,NA,"0.03488",681,"Control",0.0945139144403901,1,0,0,"ENSMUSG00000018287",1.32221929473392,2.83314711191279
"1908","Spag8","Control",NA,NA,"0.6583",1161,"Control",9.37144071053539e-11,6.20129674152345e-06,1,1,"ENSMUSG00000066196",1.93951925261862,3.06483221973857
"1909","Spata25","Control",NA,NA,"0.3796",672,"Control",0.678890564256874,1,0,0,"ENSMUSG00000017767",1.44715803134222,2.82736927305383
"1910","Specc1","Control",NA,NA,"0.10479",3201,"Control",0.0382807945955376,1,1,0,"ENSMUSG00000042331",1.67209785793572,3.50528567414413
"1911","Specc1l","Control",NA,NA,"0.05402",3402,"Control",7.64569367661863e-05,1,1,0,"ENSMUSG00000033444",1.66275783168157,3.53173430927655
"1912","Spem3","Control",NA,NA,"0.7267",3543,"Control",1.46448270402711e-05,0.0676804116956839,1,0,"ENSMUSG00000109737",0,3.54937115233318
"1913","Spindoc","Control",NA,NA,"0.22555",1146,"Control",0.711510723689125,1,0,0,"ENSMUSG00000024970",0.477121254719662,3.05918461763137
"1914","Spink6","Control",NA,NA,"0.25862",315,"Control",0.945178628020374,1,0,0,"ENSMUSG00000055095",1.34242268082221,2.4983105537896
"1915","Spopl","Control",NA,NA,"0.06518",1176,"Control",1,1,0,0,"ENSMUSG00000026771",2.04139268515822,3.07040732174012
"1916","Spp1","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.37402",891,"Immune",0.0272587870923726,1,1,0,"ENSMUSG00000029304",2.56820172406699,2.94987770403687
"1917","Sprtn","Control",NA,NA,"0.25555",1485,"Control",0.0491373443167173,1,1,0,"ENSMUSG00000031986",1.90848501887865,3.17172645365323
"1918","Sptan1","Control",NA,NA,"0.01225",7494,"Control",0.00409039564203701,1,1,0,"ENSMUSG00000057738",2.34044411484012,3.87471368875778
"1919","Sptb","Control",NA,NA,"0.05771",6969,"Control",3.07653116973886e-10,1,1,0,"ENSMUSG00000021061",1.83884909073726,3.8431704645199
"1920","Sptbn1","Control",NA,NA,"0.01641",7092,"Control",4.27228971508778e-06,1,1,0,"ENSMUSG00000020315",2.21218760440396,3.85076872692888
"1921","Sptlc2","Control",NA,NA,"0.04156",1680,"Control",0.824963500303102,1,0,0,"ENSMUSG00000021036",1.89209460269048,3.22530928172586
"1922","Sqstm1","intracellSignaling","otherIntracellSignaling",NA,"0.12978",1317,"Immune",1,1,0,0,"ENSMUSG00000015837",2.54282542695918,3.11958577496178
"1923","Src","intracellSignaling","Kinase","Kinase","0.01237",1626,"Immune",0.011247611827681,1,1,0,"ENSMUSG00000027646",2.96614173273903,3.21112054125805
"1924","Srms","intracellSignaling","Kinase","Kinase","0.09406",1521,"Immune",0.0186423635072027,1,1,0,"ENSMUSG00000027579",1.04139268515823,3.182129214053
"1925","Srpk1","Control",NA,NA,"0.11429",1947,"Control",0.157418835217412,1,0,0,"ENSMUSG00000004865",1.91381385238372,3.28936595152003
"1926","Srrt","Control",NA,NA,"0.02943",2622,"Control",1,1,0,0,"ENSMUSG00000037364",2.1846914308176,3.41863268735407
"1927","Ss18","Control",NA,NA,"0.06645",1254,"Control",0.699206140709745,1,0,0,"ENSMUSG00000037013",1.65321251377534,3.0982975364947
"1928","Ssmem1","Control",NA,NA,"0.30997",732,"Control",1,1,0,0,"ENSMUSG00000029784",1.51851393987789,2.86451108105839
"1929","St7","Control",NA,NA,"0.0127",1731,"Control",1,1,0,0,"ENSMUSG00000029534",0.698970004336019,3.23829706787539
"1930","Stag3","Control",NA,NA,"0.26423",3714,"Control",0.000626405654597459,1,1,0,"ENSMUSG00000036928",1.97772360528885,3.56984189940376
"1931","Stard5","Control",NA,NA,"0.10318",639,"Control",1,1,0,0,"ENSMUSG00000046027",1.17609125905568,2.8055008581584
"1932","Stat1","intracellSignaling","TranscrFact","TranscrFact","0.03055",2265,"Immune",4.16209380733424e-05,1,1,0,"ENSMUSG00000026104",2.82020145948564,3.35506820634885
"1933","Stat2","intracellSignaling","TranscrFact","TranscrFact","0.25983",2445,"Immune",4.19200605060792e-05,1,1,0,"ENSMUSG00000040033",2.39269695325967,3.38827886345964
"1934","Stat3","intracellSignaling","TranscrFact","TranscrFact","0.00346",2310,"Immune",1,1,0,0,"ENSMUSG00000004040",3.00518051250378,3.36361197989214
"1935","Stat4","intracellSignaling","TranscrFact","TranscrFact","0.06257",2244,"Immune",0.420121628306035,1,0,0,"ENSMUSG00000062939",1.77085201164214,3.35102285258412
"1936","Stat5a","intracellSignaling","TranscrFact","TranscrFact","0.07458",2394,"Immune",0.00628108772503363,0.791021376798235,1,0,"ENSMUSG00000004043",2.68304703823885,3.37912414607039
"1937","Stat5b","intracellSignaling","TranscrFact","TranscrFact","0.01739",2358,"Immune",0.58085856122566,1,0,0,"ENSMUSG00000020919",2.15533603746506,3.37254380075907
"1938","Stat6","intracellSignaling","TranscrFact","TranscrFact","0.13426",2526,"Immune",1,1,0,0,"ENSMUSG00000002147",2.45788189673399,3.40243334621931
"1939","Stim1","intracellSignaling","otherIntracellSignaling",NA,"0.06785",2346,"Immune",0.0254814967202928,1,1,0,"ENSMUSG00000030987",2.12385164096709,3.37032800777951
"1940","Sting1","PRR","PRR","NucleicAcids","0.37458",1134,"Immune",2.41555836916798e-09,7.99013783902682e-05,1,1,"ENSMUSG00000024349",1.91907809237607,3.05461305455689
"1941","Stra6l","Control",NA,NA,"0.18905",1857,"Control",0.000490743039151975,0.632660397371397,1,0,"ENSMUSG00000028327",1.07918124604762,3.26881190373978
"1942","Stradb","Control",NA,NA,"0.15232",1251,"Control",0.00549738868914666,1,1,0,"ENSMUSG00000026027",1.51851393987789,3.09725730969342
"1943","Strip2","Control",NA,NA,"0.07427",2496,"Control",0.075813668364526,1,0,0,"ENSMUSG00000039629",1.50514997831991,3.39724458101039
"1944","Strit1","Control",NA,NA,"0.40603",105,"Control",0.0954165509368272,0.336894898656369,0,0,"ENSMUSG00000103476",1.04139268515823,2.02118929906994
"1945","Stt3a","Control",NA,NA,"0.00334",2115,"Control",1,1,0,0,"ENSMUSG00000032116",2.33445375115093,3.32531037171106
"1946","Stx12","Control",NA,NA,"0.05654",822,"Control",0.68504461065655,1,0,0,"ENSMUSG00000028879",2.08635983067475,2.91487181754005
"1947","Stx6","Control",NA,NA,"0.06222",762,"Control",0.470315720872509,1,0,0,"ENSMUSG00000026470",2.17026171539496,2.8819549713396
"1949","Stxbp5l","Control",NA,NA,"0.0487",3555,"Control",0.771194263476699,1,0,0,"ENSMUSG00000022829",1.81954393554187,3.55083960506578
"1950","Sugt1","intracellSignaling","otherIntracellSignaling",NA,"0.15683",1008,"Immune",0.638734078850755,1,0,0,"ENSMUSG00000022024",1.76342799356294,3.00346053210951
"1951","Sult1b1","Control",NA,NA,"0.33873",897,"Control",2.87229764994623e-05,0.000770030546886944,1,1,"ENSMUSG00000029269",1.60205999132796,2.95279244304409
"1952","Supt6","Control",NA,NA,"0.01945",5178,"Control",0.484151491976936,1,0,0,"ENSMUSG00000002052",2.39445168082622,3.71416204609885
"1953","Svopl","Control",NA,NA,"0.06402",1482,"Control",0.115492035789942,1,0,0,"ENSMUSG00000029830",1.66275783168157,3.17084820364331
"1954","Syf2","Control",NA,NA,"0.04748",726,"Control",0.0146309778050136,1,1,0,"ENSMUSG00000028821",2.25767857486918,2.86093662070009
"1955","Syk","intracellSignaling","Kinase","Kinase","0.04925",1887,"Immune",0.0765094366091775,1,0,0,"ENSMUSG00000021457",2.63948648926859,3.27577190016493
"1956","Syt13","Control",NA,NA,"0.06568",1278,"Control",0.312288180436194,1,0,0,"ENSMUSG00000027220",1,3.10653085382238
"1957","Syt8","Control",NA,NA,"0.30514",1155,"Control",0.0137286418695,1,1,0,"ENSMUSG00000031098",1.43136376415899,3.06258198422816
"1958","Szt2","Control",NA,NA,"0.11468",10296,"Control",8.46484044020374e-13,1,1,0,"ENSMUSG00000033253",1.82607480270083,4.01266853389633
"1959","Tab1","intracellSignaling","Adaptor","Adaptor","0.04797",1506,"Immune",1,1,0,0,"ENSMUSG00000022414",2.13033376849501,3.17782497186468
"1960","Tab2","intracellSignaling","Adaptor","Adaptor","0.10858",2079,"Immune",0.11652913646597,1,0,0,"ENSMUSG00000015755",2.16731733474818,3.31785448933147
"1961","Tab3","intracellSignaling","Adaptor","Adaptor","0.1115",2145,"Immune",0.110454874409389,1,0,0,"ENSMUSG00000035476",1.97772360528885,3.33142729652074
"1962","Tac2","Control",NA,NA,"0.26697",357,"Control",1,1,0,0,"ENSMUSG00000025400",1.95904139232109,2.55266821611219
"1963","Taf1b","Control",NA,NA,"0.23707",1755,"Control",0.936818788244357,1,0,0,"ENSMUSG00000059669",1.84509804001426,3.24427712080184
"1964","Tamm41","Control",NA,NA,"0.10723",1011,"Control",0.00034228304618092,0.447145258270006,1,0,"ENSMUSG00000030316",1.6232492903979,3.004751155591
"1965","Tank","intracellSignaling","Adaptor","Adaptor","0.34943",1275,"Immune",0.00115121361075367,0.222717515946775,1,0,"ENSMUSG00000064289",1.96378782734556,3.10551018476997
"1966","Taok2","Control",NA,NA,"0.06471",3711,"Control",0.127806809364025,1,0,0,"ENSMUSG00000059981",1.50514997831991,3.56949095434878
"1967","Tap1","intracellSignaling","otherIntracellSignaling",NA,"0.26043",2163,"Immune",7.59646829935913e-10,1.03400531526851e-08,1,1,"ENSMUSG00000037321",1.9731278535997,3.33505651943909
"1968","Tap2","intracellSignaling","otherIntracellSignaling",NA,"0.19277",2109,"Immune",0.02230921044712,1,1,0,"ENSMUSG00000024339",1.81954393554187,3.32407657973949
"1969","Tapbp","intracellSignaling","otherIntracellSignaling",NA,"0.33317",1371,"Immune",0.0101846493994864,1,1,0,"ENSMUSG00000024308",2.04532297878666,3.13703745478951
"1970","Tarm1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.48526",816,"Immune",0.120399476537799,1,0,0,"ENSMUSG00000053338",0.477121254719662,2.91169015875386
"1971","Tarsl2","Control",NA,NA,"0.13706",2367,"Control",0.0142821238240217,1,1,0,"ENSMUSG00000030515",2.26245108973043,3.37419825792908
"1972","Tas2r114","Control",NA,NA,"0.66807",927,"Control",4.10539823473965e-08,6.21313230357366e-07,1,1,"ENSMUSG00000063478",1.20411998265592,2.9670797341445
"1973","Tbc1d10c","intracellSignaling","otherIntracellSignaling","Inhibitor","0.10488",1338,"Immune",0.791732303344019,1,0,0,"ENSMUSG00000040247",1.61278385671974,3.1264561134318
"1974","Tbc1d13","Control",NA,NA,"0.03349",1200,"Control",0.0423518652826758,1,1,0,"ENSMUSG00000039678",1.64345267648619,3.07918124604762
"1975","Tbc1d17","Control",NA,NA,"0.08569",1938,"Control",0.000903917575186818,1,1,0,"ENSMUSG00000038520",1.54406804435028,3.28735377271475
"1976","Tbc1d5","Control",NA,NA,"0.1672",2418,"Control",0.903507147480316,1,0,0,"ENSMUSG00000023923",2.1846914308176,3.38345629652475
"1977","Tbk1","intracellSignaling","Kinase","Kinase","0.04906",2187,"Immune",0.00687182231500472,1,1,0,"ENSMUSG00000020115",2.46834733041216,3.33984878303764
"1978","Tbkbp1","intracellSignaling","otherIntracellSignaling",NA,"0.04597",1830,"Immune",0.23955055585662,1,0,0,"ENSMUSG00000038517",1.41497334797082,3.26245108973043
"1979","Tbx21","intracellSignaling","TranscrFact","TranscrFact","0.09672",1587,"Immune",0.84557271814295,1,0,0,"ENSMUSG00000001444",2.47856649559384,3.20057692675485
"1980","Tcim","intracellSignaling","otherIntracellSignaling",NA,"0.06837",318,"Immune",0.231142344657102,1,0,0,"ENSMUSG00000056313",1.38021124171161,2.50242711998443
"1981","Tcirg1",NA,NA,NA,"0.10714",2496,"Immune",0.011680356264417,0.529828476321352,1,0,"ENSMUSG00000001750",2.08278537031645,3.39724458101039
"1982","Tec","intracellSignaling","Kinase","Kinase","0.03257",1890,"Immune",6.84517986344783e-07,1,1,0,"ENSMUSG00000029217",1.53147891704226,3.27646180417324
"1983","Tekt4","Control",NA,NA,"0.13251",1341,"Control",0.0588960514814045,1,0,0,"ENSMUSG00000024175",2.07554696139253,3.1274287778516
"1984","Tekt5","Control",NA,NA,"0.17802",1641,"Control",0.00447151891992344,1,1,0,"ENSMUSG00000039179",1.63346845557959,3.21510858105309
"1985","Tent5a","Control",NA,NA,"0.02637",1326,"Control",1,1,0,0,"ENSMUSG00000032265",1.46239799789896,3.12254352406875
"1986","Tes","Control",NA,NA,"0.07316",1257,"Control",0.00734066239026516,1,1,0,"ENSMUSG00000029552",1.04139268515823,3.09933527768596
"1987","Tet2","intracellSignaling","TranscrFact","TranscrFact","0.58913",5655,"Immune",0,1.04200729781588e-10,1,1,"ENSMUSG00000040943",2.2380461031288,3.75243260926147
"1988","Tex45","Control",NA,NA,"0.46918",1494,"Control",2.19901647656372e-08,0.00111225268969959,1,1,"ENSMUSG00000040340",0.845098040014257,3.17435059747938
"1989","Tex50","Control",NA,NA,"0.5301",561,"Control",0.000886585095911664,0.158327184493739,1,0,"ENSMUSG00000049160",0.954242509439325,2.74896286125616
"1990","Tfg","Control",NA,NA,"0.08266",1194,"Control",0.516368371630387,1,0,0,"ENSMUSG00000022757",1.83884909073726,3.07700432679335
"1991","Tfpi2","Control",NA,NA,"0.43586",672,"Control",9.3434700375457e-07,0.000144738219284433,1,1,"ENSMUSG00000029664",1.34242268082221,2.82736927305383
"1992","Tgfb1","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.05296",1170,"Immune",0.00409404835157493,1,1,0,"ENSMUSG00000002603",2.8733206018154,3.06818586174616
"1993","Tgfbr1","CytoChemoRecept","CytoChemoRecept","CCRecept","0.03106",1488,"Immune",0.00517445833561735,1,1,0,"ENSMUSG00000007613",2.3541084391474,3.17260293120986
"1994","Tgfbr2","CytoChemoRecept","CytoChemoRecept","CCRecept","0.04393",1776,"Immune",0.00455617947508286,1,1,0,"ENSMUSG00000032440",2.3384564936046,3.24944296144258
"1995","Tgfbrap1","Control",NA,NA,"0.094",2580,"Control",5.44757658488325e-05,0.263562569665887,1,0,"ENSMUSG00000070939",1.78532983501077,3.41161970596323
"1996","Tgif2","Control",NA,NA,"0.06944",711,"Control",1,1,0,0,"ENSMUSG00000062175",0.903089986991944,2.85186960072977
"1997","Thbs4","Control",NA,NA,"0.06352",2883,"Control",1,1,0,0,"ENSMUSG00000021702",1.94448267215017,3.45984464238821
"1998","Themis",NA,NA,NA,"0.23222",1893,"Immune",0.00697524510324904,1,1,0,"ENSMUSG00000049109",1.70757017609794,3.2771506139638
